text_processed,sentiment,label,score,text_length,word_count
sekarang era media sosial perang hybrid konflik geopolitik crypto drone rare earth perang tarih dan ngak paham dengan cara bermain politik tingkat tinggi kebangetan menggunakan media sosial sebagai alat propaganda baik dari dalam mau pun luar negeri ngak paham dengan hal itu kebangetan buang saja hape lo wajar presiden bilang gitu,Negatif,0,-6,349,52
tempe jg dri asing,Negatif,0,-1,18,4
mmng jokowi lebih baik lah dri prabowo kwkwkw,Positif,2,1,49,8
ngaco tp yg ini lbh ngawur lagi apess dehh konoha,Negatif,0,-1,68,9
milih pemimpin aja ngasal kok dia sengsara sampe kiamat,Netral,1,0,74,11
truee,Netral,1,0,32,3
ha ha ha,Netral,1,0,13,1
yang dipecat dari tni,Netral,1,0,25,5
memang nyata antek asing kok silahkan beropini apapun wong sejati nya negara kita di kendalikan asing silahkan di kroscek nyet monyet,Negatif,0,-3,158,22
aduhhh iya lagiiih,Positif,2,1,24,4
hmmmmm sangat masuk akal juga nih,Netral,1,0,37,7
si omon omon,Negatif,0,-2,17,4
kalian tidak nasionalis,Netral,1,0,32,3
bener juga ya,Netral,1,0,14,3
tapi klean juga cuma omon omon dimari khan kagak ada pergerakan juga,Negatif,0,-2,73,12
kalo tdk kabur waktu itu bs jd jkt bnjir darah krn bnyk jnderal yg mndukung ps utk kudeta,Negatif,0,-1,91,17
btw p ini ke luar negeri mulu dah mending ada benefitnya buat negara boros banget elaaah,Netral,1,0,90,16
wih sipaling sejarah pernah baca ngga realnya knp dia melakukan hal tsb,Negatif,0,-1,72,12
baru kali ini liat presiden aktif di luar negeri prabowo presiden terbaik di indonesia,Positif,2,1,87,14
u k ucap sdm rendah,Netral,1,0,38,6
podkas podkas anteq aseengggg,Netral,1,0,29,3
ontak antek ontak antek proklamasi kemerdekaan juga butuh pengakuan negara lain ontak antek ontak antek moon a fake,Negatif,0,-4,128,17
tidak ada satupun kantor pemerintah yg tdk ada koruptornya rakyat mutlak harus dan wajib bangkit berantas korupsi,Negatif,0,-1,123,18
rakyat basmi rakyat,Netral,1,0,23,4
yg kaya makin kaya yg ngga berjuang sendiri melawan bangsa sendiri,Positif,2,2,69,11
eksekutif legislatif yudikatif semua sudah menjadi trias koruptika jokowika ayo bangkit bersatu rebut kembali nkri,Positif,2,1,115,15
tanpa kebangkitan rakyat indonesia tidak akan pernah ada keadilan kemanusiaan kesejahteraan dan kedaulatan rakyat,Netral,1,0,114,14
bangunlah jiwanya bangunlah badannya bangkit bersatu berjuang tegakkan kejujuran kebenaran keadilan kemanusiaan dan kedaulatan rakyat indonesia,Positif,2,1,143,16
antek asing di musuhi tapi mw utang ke antek asing aneh,Negatif,0,-5,59,11
pas kerusuhan kabur ke negara asing,Negatif,0,-2,41,7
pas teriak anti aseng mlh gabung sma trump,Negatif,0,-4,68,10
ya itulah sombong tidak tau malu,Negatif,0,-1,32,6
selamat tahun baru lalu ekspresi,Positif,2,1,45,7
bergabung dgn pelaku genosida palestina gilaaaaa,Netral,1,0,49,5
menjadi nagian dr antek asing ngasih dana jg t,Negatif,0,-2,77,12
gila ya,Netral,1,0,36,4
heiiiii anteq anteq aseeng,Netral,1,0,52,5
e f setiap hari wowo pergi berkunjung kenegaraan ke antek asing,Negatif,0,-3,74,10
kalo utang ke rakyat mau kamu di minta utangan,Netral,1,0,47,9
sekarang era media sosial perang hybrid konflik geopolitik crypto drone rare earth perang tarih dan ngak paham dengan cara bermain politik tingkat tinggi kebangetan menggunakan media sosial sebagai alat propaganda baik dari dalam mau pun luar negeri ngak paham dengan hal itu kebangetan buang saja hape lo wajar presiden bilang gitu,Negatif,0,-6,353,52
m mg mo ndasmu begitu bilang nya buanyak lg musuh seperti pulangkan duit korupsi akan dimaafi,Negatif,0,-2,110,17
kau tidak bisa mengubah situasi kau hanya punya pilihan your with us or agains us,Netral,1,0,102,18
tinggallah terus jangan keluar biar bak katak dalam tempurung,Negatif,0,-1,61,8
orang indo emang cepet lupa alias pikun tempo kan dulu salah satu buzzer media pinokio dan pdip partai utamanya kenapa tiba mereka jadi pembela rakyat,Negatif,0,-3,155,26
cara lama orde baru buat pembusukan orang yg mengkritik,Negatif,0,-2,56,9
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
tiap komen narasinya gini semua dibayar berapa,Netral,1,0,59,8
bocil y kok komennya spam dimana mana mana isinya ngaco lagi,Netral,1,0,76,13
suka gua lah mo komen dimana aja tinggal sanggah aja statement nya ga usah kepanasan gitu,Positif,2,1,121,19
padahal dia yang kerjasama antek asing seperti maling teriak maling,Negatif,0,-5,72,11
yg penting trus berkuasa utang segunung malah ngutang lagi antek asing antek asing ngisinglah,Negatif,0,-3,109,12
lagi disorientasi,Netral,1,0,17,2
sependapat bro,Netral,1,0,14,2
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
p melawan s sih sebenarnya,Positif,2,1,27,5
media peliharaan nya soros paham lah kerjaan nya kayak apa sebagian dari kita paham lah,Positif,2,1,88,15
makanya munculin antek asing pasti ada sesuatu kerjaasama asing yg strategis bukti ikut dewan bikinan trump cara maennya bgitu,Negatif,0,-2,135,12
cari duit aja yang bener urusan luar negri udah ada yang urus prabowo tau siapa yang di biayain asing khusu open society foundation yang pemiliknya george soros lumayan tiap tahun dapat donasi,Negatif,0,-3,220,34
sekarang era media sosial perang hybrid konflik geopolitik crypto drone rare earth perang tarih dan ngak paham dengan cara bermain politik tingkat tinggi kebangetan menggunakan media sosial sebagai alat propaganda baik dari dalam mau pun luar negeri ngak paham dengan hal itu kebangetan buang saja hape lo wajar presiden bilang gitu,Negatif,0,-6,353,52
musuh bersama negeri ini adalah kemiskinan kebodohan dan orang yg memenfaatkan memanipulasi hal tadi elite politik dan mereka yg ada di kekuasaan utk kepentingan mrk orang dg kapasitas terbatas selalu merasa paling hebat dan pintar shg memanipulasi kenaifan dan kebaikan rakyatnya termasuk narasi antek asing sbg pencapaian,Negatif,0,-3,357,54
kemiskinan dan kebodohan itu adalah dua hal yg diciptakan dan dipelihara oleh rezim joko widodo selama berkuasa dan kedua hal tab dimanfaatkan dimanipulasi melalui para buzer bayaran istana ingat peran jend muldoko di ksp lihat saja mulut comber si ngabailin dipake sbg corong istana di setiap podcast dan media pemberitaan,Netral,1,0,331,49
saat semuanya hancur an dia terus berpidato antek antok semuanya cuma imajinasi aj dia org tertinggi yg memegang semua angkatan malah jadi pengecut yg kerjanya cuna jalan dan pidato doang buktinya tim nya isi nya cuma penjilat dan orang yg tidak berkompeten,Negatif,0,-2,267,41
say it loud,Netral,1,0,12,3
jual negara ke trump netanyahu,Netral,1,0,32,4
presiden indonesia dari sampai terbaik habibie terbaik gus dur ter jelek jokowi terjelek prabowo,Positif,2,2,113,21
terbaik habibie terbaik sby terburuk jokowi terburuk prabowo,Positif,2,2,85,14
sby ada kasus hambalang sama century bro,Negatif,0,-1,57,8
betul bro wowo sudah menggadaikan negara kita indonesia ke as,Negatif,0,-1,64,10
serasa masih kampanye pilpres bro,Netral,1,0,34,5
wowo cuma omon omon sesungguhnya antek asing itu untuk membungkam suara yang kritis terhadap pemerintah prabowo,Negatif,0,-5,113,16
benerrrrrr sama kayak kelakuan mbah dukun yg gak bisa menjelaskan suatu penyakit trus bilang ini gara ulah dedemit,Netral,1,0,135,21
intinya kalau ngak bisa pimpin negara mundur aja tiap hari pidato ngak jelas,Negatif,0,-1,77,13
bukan imajinasi tetapi strategi be careful,Netral,1,0,46,6
dilihat dari kapasitasnya nalarnya prabowo saya ga yakin narasi antek asing bisa dibilang strategi lah wong orgnya sebodoh itu,Negatif,0,-2,142,21
bener sih jadi penjilat juga strategi berdiri di kaki munafik,Negatif,0,-1,79,13
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
sekarang era media sosial perang hybrid konflik geopolitik crypto drone rare earth perang tarih dan ngak paham dengan cara bermain politik tingkat tinggi kebangetan menggunakan media sosial sebagai alat propaganda baik dari dalam mau pun luar negeri ngak paham dengan hal itu kebangetan buang saja hape lo wajar presiden bilang gitu,Negatif,0,-6,353,52
sekarang era media sosial perang hybrid konflik geopolitik crypto drone rare earth perang tarih dan ngak paham dengan cara bermain politik tingkat tinggi kebangetan menggunakan media sosial sebagai alat propaganda baik dari dalam mau pun luar negeri ngak paham dengan hal itu kebangetan buang saja hape lo wajar presiden bilang gitu,Negatif,0,-6,354,52
antek asing itu yang ngikut semua kata trump,Negatif,0,-3,44,8
si wowok ketemu trump aja sungkem wkwkwkkk,Negatif,0,-1,42,7
prabiwi hai anteck anteck asing subianti hai juga anteck anteck aseng,Negatif,0,-2,90,13
mertua komunis menantu hei antek aseng selamat tahun baru,Negatif,0,-1,73,12
wowo maling teriak maling biar kebobrokan nya ga kebongkar,Negatif,0,-4,60,9
uang yang masuk ke indonesia untuk investasi lahan perkebunan yg gila an itu uang dari asing siapa yg menikmati hasil lahan itu siapa yang memfasilistasinya,Negatif,0,-1,162,24
yang atas pake nada marah yang bawah pake nada merayu,Netral,1,0,54,10
dikatain antek asing sama orang yang nyari anak anaknya trump sama orang yang ngusulin orang asing bisa kerja jadi petinggi pertamina sama om jimmy kimmel aja diroasting bikin malu negara,Negatif,0,-3,190,27
kita dulu aja yang harus semakin pintar biar ga dibodoh in terus buat percaya narasi antek asing ini,Negatif,0,-1,101,17
menciptakan musuh bersama adalah salah satu tanda kebangkitan fasisme,Negatif,0,-2,72,9
masalah nya saking gak bermutunya itu orang fasisme pun gak bisa dia bangkitin,Negatif,0,-1,82,13
menciptakan musuh bersama sebagai cara menutupi kebobrokan pemerintahan,Negatif,0,-1,73,8
mengantisipasi kebijakan us menetapkan moslem brotherhood sebagai organisasi teroris hmm,Netral,1,0,91,11
yaa seperti trump dengan slogan maganya,Negatif,0,-1,41,6
prabowo pakai gaya khamenei,Netral,1,0,28,4
ya jika itu dilakukan di dalam negeri sama spt saat kebangkitan komunis di rusia china dll,Negatif,0,-1,92,16
sekarang era media sosial perang hybrid konflik geopolitik crypto drone rare earth perang tarih dan ngak paham dengan cara bermain politik tingkat tinggi kebangetan menggunakan media sosial sebagai alat propaganda baik dari dalam mau pun luar negeri ngak paham dengan hal itu kebangetan buang saja hape lo wajar presiden bilang gitu,Negatif,0,-6,353,52
ente kenal steve bannon,Netral,1,0,24,4
kau tidak bisa mengubah situasi kau hanya punya pilihan you are with us or againts us,Netral,1,0,112,19
m mg mo god bless google,Netral,1,0,31,4
m mg mo presiden juga sedang buat propaganda sampe lu sendiri ga paham akan hal itu,Netral,1,0,91,14
kau tidak bisa mengubah situasi kau hanya punya pilihan you are with us or againts us,Netral,1,0,109,18
ini juga menjadi semacam karakter konoha kalau musuh bersama sudah gak ada makan akan ribut sendiri mencari musuh baru jaman revolusi gak ada kopar kapir ketika sudah merdeka baru nyadar kehilangan musuh mulailah kopar kapir,Negatif,0,-3,231,35
gak ada kata kata lain selain antek asing jurus terakhir prabowo ya itu antek aseng,Negatif,0,-4,84,15
disagreement is treason obsession with a plot amit amit sampai poin yang lain dicentang juga,Netral,1,0,98,16
goldstein,Netral,1,0,10,1
coba donkk kalo bukan antek asing mau donk bahas prabowo yg baru aja merapat ke donald trump di board of peace disaat dunia memusuhi amerika kalo berani bahas berarti tempo mantap kalo nda waduh sy jd ragu deh,Negatif,0,-5,223,39
hny pdi perjuangan yg berani menolak timnas israel menyanyikan lagu negaranya nusantara,Netral,1,0,88,12
